Date,State,DailyCases,Deaths,Recovered,Vaccinated,Population,Vax_pct
2022-07-16,Karnataka,567,13,502,14460272,15915325,90.86
2022-07-17,Karnataka,0,0,0,14479089,15915325,90.98
2022-07-18,Karnataka,0,0,0,14507281,15915325,91.15
2022-07-19,Karnataka,0,0,0,14515950,15915325,91.21
2022-07-20,Karnataka,260,6,230,14537575,15915325,91.34
2022-07-21,Karnataka,0,0,0,14561370,15915325,91.49
2022-07-22,Karnataka,0,0,0,14562995,15915325,91.5
2022-07-23,Karnataka,0,0,0,14608825,15915325,91.79
2022-07-24,Karnataka,176,4,156,14640974,15915325,91.99
2022-07-25,Karnataka,0,0,0,14650124,15915325,92.05
2022-07-26,Karnataka,0,0,0,14694999,15915325,92.33
2022-07-27,Karnataka,0,0,0,14729569,15915325,92.55
2022-07-28,Karnataka,0,0,0,14764226,15915325,92.77
2022-07-29,Karnataka,83,2,74,14810872,15915325,93.06
2022-07-30,Karnataka,279,6,247,14831079,15915325,93.19
2022-07-31,Karnataka,440,10,390,14848835,15915325,93.3
2022-08-01,Karnataka,0,0,0,14879679,15915325,93.49
2022-08-02,Karnataka,186,4,165,14924105,15915325,93.77
2022-08-03,Karnataka,0,0,0,14964752,15915325,94.03
2022-08-04,Karnataka,877,20,777,15004084,15915325,94.27
2022-08-05,Karnataka,415,9,368,15042296,15915325,94.51
2022-08-06,Karnataka,511,11,453,15044045,15915325,94.53
2022-08-07,Karnataka,241,5,214,15068603,15915325,94.68
2022-08-08,Karnataka,115,3,102,15086388,15915325,94.79
2022-08-09,Karnataka,0,0,0,15104471,15915325,94.91
2022-08-10,Karnataka,0,0,0,15147270,15915325,95.17
2022-08-11,Karnataka,0,0,0,15167113,15915325,95.3
2022-08-12,Karnataka,185,4,164,15208953,15915325,95.56
2022-08-13,Karnataka,468,11,415,15254348,15915325,95.85
2022-08-14,Karnataka,0,0,0,15277104,15915325,95.99
2022-08-15,Karnataka,0,0,0,15285596,15915325,96.04
2022-08-16,Karnataka,0,0,0,15320517,15915325,96.26
2022-08-17,Karnataka,73,2,65,15363665,15915325,96.53
2022-08-18,Karnataka,369,8,327,15383969,15915325,96.66
2022-08-19,Karnataka,384,9,340,15393733,15915325,96.72
2022-08-20,Karnataka,414,9,367,15419761,15915325,96.89
2022-08-21,Karnataka,125,3,111,15468805,15915325,97.19
2022-08-22,Karnataka,27,1,24,15494658,15915325,97.36
2022-08-23,Karnataka,385,9,341,15517075,15915325,97.5
2022-08-24,Karnataka,0,0,0,15539072,15915325,97.64
2022-08-25,Karnataka,0,0,0,15575743,15915325,97.87
2022-08-26,Karnataka,513,12,455,15592791,15915325,97.97
2022-08-27,Karnataka,0,0,0,15629259,15915325,98.2
2022-08-28,Karnataka,0,0,0,15678585,15915325,98.51
2022-08-29,Karnataka,189,4,167,15717211,15915325,98.76
2022-08-30,Karnataka,25,1,22,15763643,15915325,99.05
2022-08-31,Karnataka,345,8,306,15803112,15915325,99.29
2022-09-01,Karnataka,458,10,406,15845294,15915325,99.56
2022-09-02,Karnataka,144,3,128,15847247,15915325,99.57
2022-09-03,Karnataka,417,9,370,15864895,15915325,99.68
2022-09-04,Karnataka,0,0,0,15878561,15915325,99.77
2022-09-05,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-06,Karnataka,722,16,640,15915325,15915325,100.0
2022-09-07,Karnataka,583,13,517,15915325,15915325,100.0
2022-09-08,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-09,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-10,Karnataka,41,1,36,15915325,15915325,100.0
2022-09-11,Karnataka,125,3,111,15915325,15915325,100.0
2022-09-12,Karnataka,382,9,339,15915325,15915325,100.0
2022-09-13,Karnataka,552,12,489,15915325,15915325,100.0
2022-09-14,Karnataka,11,0,10,15915325,15915325,100.0
2022-09-15,Karnataka,337,8,299,15915325,15915325,100.0
2022-09-16,Karnataka,194,4,172,15915325,15915325,100.0
2022-09-17,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-18,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-19,Karnataka,306,7,271,15915325,15915325,100.0
2022-09-20,Karnataka,182,4,161,15915325,15915325,100.0
2022-09-21,Karnataka,117,3,104,15915325,15915325,100.0
2022-09-22,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-23,Karnataka,588,13,521,15915325,15915325,100.0
2022-09-24,Karnataka,46,1,41,15915325,15915325,100.0
2022-09-25,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-26,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-27,Karnataka,203,5,180,15915325,15915325,100.0
2022-09-28,Karnataka,212,5,188,15915325,15915325,100.0
2022-09-29,Karnataka,0,0,0,15915325,15915325,100.0
2022-09-30,Karnataka,139,3,123,15915325,15915325,100.0
2022-10-01,Karnataka,200,4,177,15915325,15915325,100.0
2022-10-02,Karnataka,42,1,37,15915325,15915325,100.0
2022-10-03,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-04,Karnataka,288,6,255,15915325,15915325,100.0
2022-10-05,Karnataka,251,6,222,15915325,15915325,100.0
2022-10-06,Karnataka,170,4,151,15915325,15915325,100.0
2022-10-07,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-08,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-09,Karnataka,23,1,20,15915325,15915325,100.0
2022-10-10,Karnataka,279,6,247,15915325,15915325,100.0
2022-10-11,Karnataka,312,7,276,15915325,15915325,100.0
2022-10-12,Karnataka,175,4,155,15915325,15915325,100.0
2022-10-13,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-14,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-15,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-16,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-17,Karnataka,332,7,294,15915325,15915325,100.0
2022-10-18,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-19,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-20,Karnataka,616,14,546,15915325,15915325,100.0
2022-10-21,Karnataka,465,10,412,15915325,15915325,100.0
2022-10-22,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-23,Karnataka,441,10,391,15915325,15915325,100.0
2022-10-24,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-25,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-26,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-27,Karnataka,0,0,0,15915325,15915325,100.0
2022-10-28,Karnataka,186,4,165,15915325,15915325,100.0
2022-10-29,Karnataka,32,1,28,15915325,15915325,100.0
2022-10-30,Karnataka,184,4,163,15915325,15915325,100.0
2022-10-31,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-01,Karnataka,112,3,99,15915325,15915325,100.0
2022-11-02,Karnataka,24,1,21,15915325,15915325,100.0
2022-11-03,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-04,Karnataka,145,3,128,15915325,15915325,100.0
2022-11-05,Karnataka,29,1,26,15915325,15915325,100.0
2022-11-06,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-07,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-08,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-09,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-10,Karnataka,528,12,468,15915325,15915325,100.0
2022-11-11,Karnataka,627,14,556,15915325,15915325,100.0
2022-11-12,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-13,Karnataka,146,3,129,15915325,15915325,100.0
2022-11-14,Karnataka,286,6,253,15915325,15915325,100.0
2022-11-15,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-16,Karnataka,278,6,246,15915325,15915325,100.0
2022-11-17,Karnataka,496,11,440,15915325,15915325,100.0
2022-11-18,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-19,Karnataka,40,1,35,15915325,15915325,100.0
2022-11-20,Karnataka,587,13,520,15915325,15915325,100.0
2022-11-21,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-22,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-23,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-24,Karnataka,316,7,280,15915325,15915325,100.0
2022-11-25,Karnataka,357,8,316,15915325,15915325,100.0
2022-11-26,Karnataka,49,1,43,15915325,15915325,100.0
2022-11-27,Karnataka,10,0,9,15915325,15915325,100.0
2022-11-28,Karnataka,0,0,0,15915325,15915325,100.0
2022-11-29,Karnataka,427,10,378,15915325,15915325,100.0
2022-11-30,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-01,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-02,Karnataka,291,7,258,15915325,15915325,100.0
2022-12-03,Karnataka,59,1,52,15915325,15915325,100.0
2022-12-04,Karnataka,301,7,267,15915325,15915325,100.0
2022-12-05,Karnataka,181,4,160,15915325,15915325,100.0
2022-12-06,Karnataka,61,1,54,15915325,15915325,100.0
2022-12-07,Karnataka,93,2,82,15915325,15915325,100.0
2022-12-08,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-09,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-10,Karnataka,325,7,288,15915325,15915325,100.0
2022-12-11,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-12,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-13,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-14,Karnataka,46,1,41,15915325,15915325,100.0
2022-12-15,Karnataka,421,9,373,15915325,15915325,100.0
2022-12-16,Karnataka,164,4,145,15915325,15915325,100.0
2022-12-17,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-18,Karnataka,195,4,173,15915325,15915325,100.0
2022-12-19,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-20,Karnataka,153,3,136,15915325,15915325,100.0
2022-12-21,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-22,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-23,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-24,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-25,Karnataka,92,2,82,15915325,15915325,100.0
2022-12-26,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-27,Karnataka,0,0,0,15915325,15915325,100.0
2022-12-28,Karnataka,220,5,195,15915325,15915325,100.0
2022-12-29,Karnataka,333,7,295,15915325,15915325,100.0
2022-12-30,Karnataka,174,4,154,15915325,15915325,100.0
2022-12-31,Karnataka,0,0,0,15915325,15915325,100.0
2021-01-01,Tamil Nadu,147,2,131,14423,14947717,0.1
2021-01-02,Tamil Nadu,119,2,106,42966,14947717,0.29
2021-01-03,Tamil Nadu,199,3,178,73779,14947717,0.49
2021-01-04,Tamil Nadu,127,2,113,102081,14947717,0.68
2021-01-05,Tamil Nadu,0,0,0,143929,14947717,0.96
2021-01-06,Tamil Nadu,538,8,480,169464,14947717,1.13
2021-01-07,Tamil Nadu,450,6,402,210516,14947717,1.41
2021-01-08,Tamil Nadu,876,12,782,213419,14947717,1.43
2021-01-09,Tamil Nadu,441,6,394,231419,14947717,1.55
2021-01-10,Tamil Nadu,224,3,200,267048,14947717,1.79
2021-01-11,Tamil Nadu,181,3,162,286222,14947717,1.91
2021-01-12,Tamil Nadu,404,6,361,322785,14947717,2.16
2021-01-13,Tamil Nadu,578,8,516,352380,14947717,2.36
2021-01-14,Tamil Nadu,361,5,322,376589,14947717,2.52
2021-01-15,Tamil Nadu,17,0,15,404481,14947717,2.71
2021-01-16,Tamil Nadu,262,4,234,449559,14947717,3.01
2021-01-17,Tamil Nadu,515,7,460,483487,14947717,3.23
2021-01-18,Tamil Nadu,759,11,678,532683,14947717,3.56
2021-01-19,Tamil Nadu,120,2,107,537470,14947717,3.6
2021-01-20,Tamil Nadu,675,10,603,578115,14947717,3.87
2021-01-21,Tamil Nadu,693,10,619,622677,14947717,4.17
2021-01-22,Tamil Nadu,524,7,468,669070,14947717,4.48
2021-01-23,Tamil Nadu,517,7,461,696025,14947717,4.66
2021-01-24,Tamil Nadu,508,7,453,720400,14947717,4.82
2021-01-25,Tamil Nadu,808,11,721,749585,14947717,5.01
2021-01-26,Tamil Nadu,1143,16,1020,795297,14947717,5.32
2021-01-27,Tamil Nadu,1204,17,1075,838634,14947717,5.61
2021-01-28,Tamil Nadu,550,8,491,885385,14947717,5.92
2021-01-29,Tamil Nadu,874,12,780,933838,14947717,6.25
2021-01-30,Tamil Nadu,318,5,284,965016,14947717,6.46
2021-01-31,Tamil Nadu,1056,15,943,977967,14947717,6.54
2021-02-01,Tamil Nadu,1251,18,1117,985503,14947717,6.59
2021-02-02,Tamil Nadu,1594,23,1423,1030386,14947717,6.89
2021-02-03,Tamil Nadu,640,9,571,1038001,14947717,6.94
2021-02-04,Tamil Nadu,905,13,808,1041521,14947717,6.97
2021-02-05,Tamil Nadu,1331,19,1188,1065136,14947717,7.13
2021-02-06,Tamil Nadu,862,12,769,1102296,14947717,7.37
2021-02-07,Tamil Nadu,1460,21,1303,1139075,14947717,7.62
2021-02-08,Tamil Nadu,1659,24,1481,1151782,14947717,7.71
2021-02-09,Tamil Nadu,1154,16,1030,1176851,14947717,7.87
2021-02-10,Tamil Nadu,1646,23,1469,1221571,14947717,8.17
2021-02-11,Tamil Nadu,1313,19,1172,1261563,14947717,8.44
2021-02-12,Tamil Nadu,2163,31,1931,1307400,14947717,8.75
2021-02-13,Tamil Nadu,1888,27,1685,1345889,14947717,9.0
2021-02-14,Tamil Nadu,1712,24,1528,1350446,14947717,9.03
2021-02-15,Tamil Nadu,1613,23,1440,1360626,14947717,9.1
2021-02-16,Tamil Nadu,2184,31,1950,1369078,14947717,9.16
2021-02-17,Tamil Nadu,2561,36,2286,1375716,14947717,9.2
2021-02-18,Tamil Nadu,2011,29,1795,1418640,14947717,9.49
2021-02-19,Tamil Nadu,2202,31,1966,1453931,14947717,9.73
2021-02-20,Tamil Nadu,2202,31,1966,1499617,14947717,10.03
2021-02-21,Tamil Nadu,2992,43,2671,1515636,14947717,10.14
2021-02-22,Tamil Nadu,2053,29,1833,1564627,14947717,10.47
2021-02-23,Tamil Nadu,3114,44,2780,1611196,14947717,10.78
2021-02-24,Tamil Nadu,2721,39,2429,1616497,14947717,10.81
2021-02-25,Tamil Nadu,2922,42,2608,1659922,14947717,11.1
2021-02-26,Tamil Nadu,2953,42,2636,1665460,14947717,11.14
2021-02-27,Tamil Nadu,3243,46,2895,1688021,14947717,11.29
2021-02-28,Tamil Nadu,3070,44,2740,1697060,14947717,11.35
2021-03-01,Tamil Nadu,3728,53,3328,1726085,14947717,11.55
2021-03-02,Tamil Nadu,3865,55,3450,1726968,14947717,11.55
2021-03-03,Tamil Nadu,3368,48,3006,1769323,14947717,11.84
2021-03-04,Tamil Nadu,3994,57,3565,1793140,14947717,12.0
2021-03-05,Tamil Nadu,3822,54,3412,1836708,14947717,12.29
2021-03-06,Tamil Nadu,4082,58,3644,1858375,14947717,12.43
2021-03-07,Tamil Nadu,4665,66,4164,1886223,14947717,12.62
2021-03-08,Tamil Nadu,4149,59,3704,1923126,14947717,12.87
2021-03-09,Tamil Nadu,4777,68,4264,1971721,14947717,13.19
2021-03-10,Tamil Nadu,4788,68,4274,1990434,14947717,13.32
2021-03-11,Tamil Nadu,4747,67,4237,2016482,14947717,13.49
2021-03-12,Tamil Nadu,5073,72,4528,2032703,14947717,13.6
2021-03-13,Tamil Nadu,5198,74,4640,2034758,14947717,13.61
2021-03-14,Tamil Nadu,4941,70,4411,2078411,14947717,13.9
2021-03-15,Tamil Nadu,5274,75,4708,2106545,14947717,14.09
2021-03-16,Tamil Nadu,5314,75,4744,2125165,14947717,14.22
2021-03-17,Tamil Nadu,5719,81,5105,2164015,14947717,14.48
2021-03-18,Tamil Nadu,6384,91,5699,2204949,14947717,14.75
2021-03-19,Tamil Nadu,6336,90,5656,2254195,14947717,15.08
2021-03-20,Tamil Nadu,5917,84,5282,2276036,14947717,15.23
2021-03-21,Tamil Nadu,6452,92,5759,2281304,14947717,15.26
2021-03-22,Tamil Nadu,6796,97,6066,2305570,14947717,15.42
2021-03-23,Tamil Nadu,7143,101,6376,2327596,14947717,15.57
2021-03-24,Tamil Nadu,6923,98,6180,2337970,14947717,15.64
2021-03-25,Tamil Nadu,6948,99,6202,2367302,14947717,15.84
2021-03-26,Tamil Nadu,7506,107,6700,2388007,14947717,15.98
2021-03-27,Tamil Nadu,7901,112,7053,2432080,14947717,16.27
2021-03-28,Tamil Nadu,8011,114,7151,2434465,14947717,16.29
2021-03-29,Tamil Nadu,7888,112,7041,2470259,14947717,16.53
2021-03-30,Tamil Nadu,8896,126,7941,2500355,14947717,16.73
2021-03-31,Tamil Nadu,8560,122,7641,2511917,14947717,16.8
2021-04-01,Tamil Nadu,8869,126,7917,2529538,14947717,16.92
2021-04-02,Tamil Nadu,8838,126,7889,2572507,14947717,17.21
2021-04-03,Tamil Nadu,9596,136,8566,2590711,14947717,17.33
2021-04-04,Tamil Nadu,9666,137,8628,2623923,14947717,17.55
2021-04-05,Tamil Nadu,9822,140,8768,2649549,14947717,17.73
2021-04-06,Tamil Nadu,9617,137,8585,2694306,14947717,18.02
2021-04-07,Tamil Nadu,10529,150,9399,2727334,14947717,18.25
2021-04-08,Tamil Nadu,10668,152,9523,2769052,14947717,18.52
2021-04-09,Tamil Nadu,10988,156,9808,2814231,14947717,18.83
2021-04-10,Tamil Nadu,10939,155,9765,2820694,14947717,18.87
2021-04-11,Tamil Nadu,11152,158,9955,2862380,14947717,19.15
2021-04-12,Tamil Nadu,11369,162,10148,2910403,14947717,19.47
2021-04-13,Tamil Nadu,12358,176,11031,2912213,14947717,19.48
2021-04-14,Tamil Nadu,11764,167,10501,2934927,14947717,19.63
2021-04-15,Tamil Nadu,11825,168,10555,2947669,14947717,19.72
2021-04-16,Tamil Nadu,12325,175,11002,2996796,14947717,20.05
2021-04-17,Tamil Nadu,12534,178,11188,3014394,14947717,20.17
2021-04-18,Tamil Nadu,13331,189,11900,3023744,14947717,20.23
2021-04-19,Tamil Nadu,12806,182,11431,3028524,14947717,20.26
2021-04-20,Tamil Nadu,13305,189,11877,3068189,14947717,20.53
2021-04-21,Tamil Nadu,13793,196,12312,3071128,14947717,20.55
2021-04-22,Tamil Nadu,14379,204,12835,3086372,14947717,20.65
2021-04-23,Tamil Nadu,14476,206,12922,3114091,14947717,20.83
2021-04-24,Tamil Nadu,15012,213,13400,3116331,14947717,20.85
2021-04-25,Tamil Nadu,14894,212,13295,3125070,14947717,20.91
2021-04-26,Tamil Nadu,14994,213,13384,3174772,14947717,21.24
2021-04-27,Tamil Nadu,15576,221,13904,3197665,14947717,21.39
2021-04-28,Tamil Nadu,15174,216,13545,3212841,14947717,21.49
2021-04-29,Tamil Nadu,15336,218,13690,3256330,14947717,21.78
2021-04-30,Tamil Nadu,16406,233,14645,3260355,14947717,21.81
2021-05-01,Tamil Nadu,16440,234,14675,3273563,14947717,21.9
2021-05-02,Tamil Nadu,16929,241,15112,3316587,14947717,22.19
2021-05-03,Tamil Nadu,16646,236,14859,3354232,14947717,22.44
2021-05-04,Tamil Nadu,17548,249,15664,3375833,14947717,22.58
2021-05-05,Tamil Nadu,17623,250,15731,3424870,14947717,22.91
2021-05-06,Tamil Nadu,17671,251,15774,3453692,14947717,23.11
2021-05-07,Tamil Nadu,17999,256,16067,3490961,14947717,23.35
2021-05-08,Tamil Nadu,18296,260,16332,3540203,14947717,23.68
2021-05-09,Tamil Nadu,18187,258,16234,3565419,14947717,23.85
2021-05-10,Tamil Nadu,18580,264,16585,3589454,14947717,24.01
2021-05-11,Tamil Nadu,19042,271,16998,3622636,14947717,24.24
2021-05-12,Tamil Nadu,19061,271,17015,3625990,14947717,24.26
2021-05-13,Tamil Nadu,18991,270,16952,3647420,14947717,24.4
2021-05-14,Tamil Nadu,19760,281,17639,3681979,14947717,24.63
2021-05-15,Tamil Nadu,20158,286,17994,3700928,14947717,24.76
2021-05-16,Tamil Nadu,20461,291,18264,3736457,14947717,25.0
2021-05-17,Tamil Nadu,20530,292,18326,3756623,14947717,25.13
2021-05-18,Tamil Nadu,20841,296,18604,3766333,14947717,25.2
2021-05-19,Tamil Nadu,21113,300,18846,3773647,14947717,25.25
2021-05-20,Tamil Nadu,21057,299,18796,3800917,14947717,25.43
2021-05-21,Tamil Nadu,20610,293,18397,3810593,14947717,25.49
2021-05-22,Tamil Nadu,21802,310,19461,3829054,14947717,25.62
2021-05-23,Tamil Nadu,21389,304,19093,3855051,14947717,25.79
2021-05-24,Tamil Nadu,21515,306,19205,3857547,14947717,25.81
2021-05-25,Tamil Nadu,21715,309,19384,3878567,14947717,25.95
2021-05-26,Tamil Nadu,22978,326,20511,3894147,14947717,26.05
2021-05-27,Tamil Nadu,22545,320,20125,3909844,14947717,26.16
2021-05-28,Tamil Nadu,22275,316,19884,3955320,14947717,26.46
2021-05-29,Tamil Nadu,22551,320,20130,4001564,14947717,26.77
2021-05-30,Tamil Nadu,22918,326,20458,4016576,14947717,26.87
2021-05-31,Tamil Nadu,23235,330,20741,4060622,14947717,27.17
2021-06-01,Tamil Nadu,23305,331,20803,4071775,14947717,27.24
2021-06-02,Tamil Nadu,23083,328,20605,4089118,14947717,27.36
2021-06-03,Tamil Nadu,23591,335,21058,4136163,14947717,27.67
2021-06-04,Tamil Nadu,23438,333,20922,4141243,14947717,27.7
2021-06-05,Tamil Nadu,24054,342,21472,4160359,14947717,27.83
2021-06-06,Tamil Nadu,23867,339,21305,4200609,14947717,28.1
2021-06-07,Tamil Nadu,23725,337,21178,4247636,14947717,28.42
2021-06-08,Tamil Nadu,24254,345,21650,4295062,14947717,28.73
2021-06-09,Tamil Nadu,24248,344,21645,4339073,14947717,29.03
2021-06-10,Tamil Nadu,24068,342,21484,4387295,14947717,29.35
2021-06-11,Tamil Nadu,24497,348,21867,4410818,14947717,29.51
2021-06-12,Tamil Nadu,24527,348,21894,4426972,14947717,29.62
2021-06-13,Tamil Nadu,24749,352,22092,4446220,14947717,29.75
2021-06-14,Tamil Nadu,24643,350,21997,4452250,14947717,29.79
2021-06-15,Tamil Nadu,24398,347,21779,4459135,14947717,29.83
2021-06-16,Tamil Nadu,23978,341,21404,4507818,14947717,30.16
2021-06-17,Tamil Nadu,24554,349,21918,4517348,14947717,30.22
2021-06-18,Tamil Nadu,24604,350,21963,4548163,14947717,30.43
2021-06-19,Tamil Nadu,24511,348,21880,4559785,14947717,30.5
2021-06-20,Tamil Nadu,23577,335,21046,4592987,14947717,30.73
2021-06-21,Tamil Nadu,24659,350,22012,4616504,14947717,30.88
2021-06-22,Tamil Nadu,24146,343,21554,4621759,14947717,30.92
2021-06-23,Tamil Nadu,24581,349,21942,4640364,14947717,31.04
2021-06-24,Tamil Nadu,24830,353,22164,4676900,14947717,31.29
2021-06-25,Tamil Nadu,24180,344,21584,4716919,14947717,31.56
2021-06-26,Tamil Nadu,24313,345,21703,4731396,14947717,31.65
2021-06-27,Tamil Nadu,24107,342,21519,4746229,14947717,31.75
2021-06-28,Tamil Nadu,24160,343,21566,4782709,14947717,32.0
2021-06-29,Tamil Nadu,23930,340,21361,4803934,14947717,32.14
2021-06-30,Tamil Nadu,23630,336,21093,4807441,14947717,32.16
2021-07-01,Tamil Nadu,23391,332,20880,4813576,14947717,32.2
2021-07-02,Tamil Nadu,24007,341,21430,4832260,14947717,32.33
2021-07-03,Tamil Nadu,23519,334,20994,4845820,14947717,32.42
2021-07-04,Tamil Nadu,23486,334,20965,4851763,14947717,32.46
2021-07-05,Tamil Nadu,23196,330,20706,4890914,14947717,32.72
2021-07-06,Tamil Nadu,23199,330,20708,4913860,14947717,32.87
2021-07-07,Tamil Nadu,22459,319,20048,4949215,14947717,33.11
2021-07-08,Tamil Nadu,22566,321,20143,4949314,14947717,33.11
2021-07-09,Tamil Nadu,22497,320,20082,4969425,14947717,33.25
2021-07-10,Tamil Nadu,22529,320,20110,4993326,14947717,33.41
2021-07-11,Tamil Nadu,22731,323,20291,5022199,14947717,33.6
2021-07-12,Tamil Nadu,21831,310,19487,5070603,14947717,33.92
2021-07-13,Tamil Nadu,21283,302,18998,5093519,14947717,34.08
2021-07-14,Tamil Nadu,20888,297,18646,5117985,14947717,34.24
2021-07-15,Tamil Nadu,20732,295,18506,5162746,14947717,34.54
2021-07-16,Tamil Nadu,20522,292,18319,5182667,14947717,34.67
2021-07-17,Tamil Nadu,19628,279,17521,5202401,14947717,34.8
2021-07-18,Tamil Nadu,20033,285,17882,5210389,14947717,34.86
2021-07-19,Tamil Nadu,20182,287,18015,5246494,14947717,35.1
2021-07-20,Tamil Nadu,19716,280,17599,5247468,14947717,35.11
2021-07-21,Tamil Nadu,19335,275,17259,5258394,14947717,35.18
2021-07-22,Tamil Nadu,18641,265,16640,5279298,14947717,35.32
2021-07-23,Tamil Nadu,19153,272,17097,5301002,14947717,35.46
2021-07-24,Tamil Nadu,18696,266,16689,5302930,14947717,35.48
2021-07-25,Tamil Nadu,18240,259,16282,5329396,14947717,35.65
2021-07-26,Tamil Nadu,17280,245,15425,5377994,14947717,35.98
2021-07-27,Tamil Nadu,17486,248,15609,5383226,14947717,36.01
2021-07-28,Tamil Nadu,17454,248,15580,5407905,14947717,36.18
2021-07-29,Tamil Nadu,17002,242,15177,5437275,14947717,36.38
2021-07-30,Tamil Nadu,16752,238,14954,5453476,14947717,36.48
2021-07-31,Tamil Nadu,16582,236,14802,5482209,14947717,36.68
2021-08-01,Tamil Nadu,16103,229,14374,5499249,14947717,36.79
2021-08-02,Tamil Nadu,15930,226,14220,5507186,14947717,36.84
2021-08-03,Tamil Nadu,15159,215,13532,5549206,14947717,37.12
2021-08-04,Tamil Nadu,14721,209,13141,5599138,14947717,37.46
2021-08-05,Tamil Nadu,14906,212,13306,5618433,14947717,37.59
2021-08-06,Tamil Nadu,14642,208,13070,5623057,14947717,37.62
2021-08-07,Tamil Nadu,14268,203,12736,5631232,14947717,37.67
2021-08-08,Tamil Nadu,13827,196,12343,5675997,14947717,37.97
2021-08-09,Tamil Nadu,13365,190,11930,5720038,14947717,38.27
2021-08-10,Tamil Nadu,13202,188,11785,5744613,14947717,38.43
2021-08-11,Tamil Nadu,12930,184,11542,5788181,14947717,38.72
2021-08-12,Tamil Nadu,12627,179,11271,5799316,14947717,38.8
2021-08-13,Tamil Nadu,12958,184,11567,5819332,14947717,38.93
2021-08-14,Tamil Nadu,11582,165,10339,5824971,14947717,38.97
2021-08-15,Tamil Nadu,12511,178,11168,5852212,14947717,39.15
2021-08-16,Tamil Nadu,10854,154,9689,5887183,14947717,39.39
2021-08-17,Tamil Nadu,11036,157,9851,5935262,14947717,39.71
2021-08-18,Tamil Nadu,10255,146,9154,5972984,14947717,39.96
2021-08-19,Tamil Nadu,10402,148,9285,6006228,14947717,40.18
2021-08-20,Tamil Nadu,10304,146,9198,6039900,14947717,40.41
2021-08-21,Tamil Nadu,9722,138,8678,6071354,14947717,40.62
2021-08-22,Tamil Nadu,9711,138,8668,6092347,14947717,40.76
2021-08-23,Tamil Nadu,9003,128,8036,6117348,14947717,40.92
2021-08-24,Tamil Nadu,8231,117,7347,6125976,14947717,40.98
2021-08-25,Tamil Nadu,8753,124,7813,6126976,14947717,40.99
2021-08-26,Tamil Nadu,8298,118,7407,6166452,14947717,41.25
2021-08-27,Tamil Nadu,7874,112,7029,6191254,14947717,41.42
2021-08-28,Tamil Nadu,7628,108,6809,6234815,14947717,41.71
2021-08-29,Tamil Nadu,7611,108,6794,6240904,14947717,41.75
2021-08-30,Tamil Nadu,6988,99,6238,6260497,14947717,41.88
2021-08-31,Tamil Nadu,7093,101,6332,6273365,14947717,41.97
2021-09-01,Tamil Nadu,7090,101,6329,6315425,14947717,42.25
