StudentID,Gender,Section,Attendance_%,StudyHrs_day,Subject,Score,Pass
S0828,Male,C,65.3,5.0,CS,76.5,Pass
S0829,Female,C,89.9,4.1,Maths,59.2,Pass
S0829,Female,C,89.9,4.1,Science,67.0,Pass
S0829,Female,C,89.9,4.1,English,70.0,Pass
S0829,Female,C,89.9,4.1,History,89.4,Pass
S0829,Female,C,89.9,4.1,CS,88.2,Pass
S0830,Male,A,86.3,7.6,Maths,83.1,Pass
S0830,Male,A,86.3,7.6,Science,80.6,Pass
S0830,Male,A,86.3,7.6,English,93.3,Pass
S0830,Male,A,86.3,7.6,History,74.8,Pass
S0830,Male,A,86.3,7.6,CS,90.7,Pass
S0831,Female,D,76.0,6.1,Maths,83.8,Pass
S0831,Female,D,76.0,6.1,Science,77.4,Pass
S0831,Female,D,76.0,6.1,English,84.1,Pass
S0831,Female,D,76.0,6.1,History,81.1,Pass
S0831,Female,D,76.0,6.1,CS,85.1,Pass
S0832,Female,A,74.2,5.8,Maths,65.4,Pass
S0832,Female,A,74.2,5.8,Science,84.9,Pass
S0832,Female,A,74.2,5.8,English,89.0,Pass
S0832,Female,A,74.2,5.8,History,82.0,Pass
S0832,Female,A,74.2,5.8,CS,84.8,Pass
S0833,Male,D,69.9,5.1,Maths,75.2,Pass
S0833,Male,D,69.9,5.1,Science,85.2,Pass
S0833,Male,D,69.9,5.1,English,76.9,Pass
S0833,Male,D,69.9,5.1,History,64.8,Pass
S0833,Male,D,69.9,5.1,CS,84.5,Pass
S0834,Female,C,91.2,6.6,Maths,69.3,Pass
S0834,Female,C,91.2,6.6,Science,88.5,Pass
S0834,Female,C,91.2,6.6,English,81.8,Pass
S0834,Female,C,91.2,6.6,History,81.2,Pass
S0834,Female,C,91.2,6.6,CS,87.4,Pass
S0835,Female,A,72.9,1.8,Maths,63.5,Pass
S0835,Female,A,72.9,1.8,Science,75.7,Pass
S0835,Female,A,72.9,1.8,English,71.1,Pass
S0835,Female,A,72.9,1.8,History,64.4,Pass
S0835,Female,A,72.9,1.8,CS,83.9,Pass
S0836,Female,C,87.1,6.1,Maths,85.3,Pass
S0836,Female,C,87.1,6.1,Science,89.6,Pass
S0836,Female,C,87.1,6.1,English,97.4,Pass
S0836,Female,C,87.1,6.1,History,97.3,Pass
S0836,Female,C,87.1,6.1,CS,89.0,Pass
S0837,Female,A,75.1,2.5,Maths,69.5,Pass
S0837,Female,A,75.1,2.5,Science,58.3,Pass
S0837,Female,A,75.1,2.5,English,74.6,Pass
S0837,Female,A,75.1,2.5,History,83.5,Pass
S0837,Female,A,75.1,2.5,CS,76.1,Pass
S0838,Female,C,64.8,3.2,Maths,36.3,Fail
S0838,Female,C,64.8,3.2,Science,79.4,Pass
S0838,Female,C,64.8,3.2,English,80.1,Pass
S0838,Female,C,64.8,3.2,History,67.7,Pass
S0838,Female,C,64.8,3.2,CS,80.6,Pass
S0839,Male,D,73.2,4.8,Maths,82.9,Pass
S0839,Male,D,73.2,4.8,Science,69.8,Pass
S0839,Male,D,73.2,4.8,English,89.3,Pass
S0839,Male,D,73.2,4.8,History,64.0,Pass
S0839,Male,D,73.2,4.8,CS,76.1,Pass
S0840,Male,D,56.5,5.8,Maths,72.1,Pass
S0840,Male,D,56.5,5.8,Science,65.4,Pass
S0840,Male,D,56.5,5.8,English,76.7,Pass
S0840,Male,D,56.5,5.8,History,86.8,Pass
S0840,Male,D,56.5,5.8,CS,86.1,Pass
S0841,Male,D,73.2,2.3,Maths,78.7,Pass
S0841,Male,D,73.2,2.3,Science,54.5,Pass
S0841,Male,D,73.2,2.3,English,58.1,Pass
S0841,Male,D,73.2,2.3,History,73.2,Pass
S0841,Male,D,73.2,2.3,CS,71.2,Pass
S0842,Female,B,85.0,3.2,Maths,72.0,Pass
S0842,Female,B,85.0,3.2,Science,96.0,Pass
S0842,Female,B,85.0,3.2,English,78.0,Pass
S0842,Female,B,85.0,3.2,History,82.4,Pass
S0842,Female,B,85.0,3.2,CS,86.8,Pass
S0843,Female,C,87.7,4.1,Maths,80.2,Pass
S0843,Female,C,87.7,4.1,Science,100.0,Pass
S0843,Female,C,87.7,4.1,English,70.2,Pass
S0843,Female,C,87.7,4.1,History,73.5,Pass
S0843,Female,C,87.7,4.1,CS,70.2,Pass
S0844,Male,B,83.6,3.7,Maths,93.2,Pass
S0844,Male,B,83.6,3.7,Science,85.5,Pass
S0844,Male,B,83.6,3.7,English,72.1,Pass
S0844,Male,B,83.6,3.7,History,68.9,Pass
S0844,Male,B,83.6,3.7,CS,91.4,Pass
S0845,Male,D,54.5,5.3,Maths,75.5,Pass
S0845,Male,D,54.5,5.3,Science,86.0,Pass
S0845,Male,D,54.5,5.3,English,71.3,Pass
S0845,Male,D,54.5,5.3,History,77.0,Pass
S0845,Male,D,54.5,5.3,CS,74.9,Pass
S0846,Female,B,67.6,9.2,Maths,77.3,Pass
S0846,Female,B,67.6,9.2,Science,82.1,Pass
S0846,Female,B,67.6,9.2,English,71.7,Pass
S0846,Female,B,67.6,9.2,History,88.5,Pass
S0846,Female,B,67.6,9.2,CS,91.2,Pass
S0847,Male,D,48.6,4.6,Maths,78.7,Pass
S0847,Male,D,48.6,4.6,Science,75.5,Pass
S0847,Male,D,48.6,4.6,English,67.6,Pass
S0847,Male,D,48.6,4.6,History,84.4,Pass
S0847,Male,D,48.6,4.6,CS,77.8,Pass
S0848,Female,B,90.7,2.9,Maths,91.9,Pass
S0848,Female,B,90.7,2.9,Science,92.5,Pass
S0848,Female,B,90.7,2.9,English,76.8,Pass
S0848,Female,B,90.7,2.9,History,81.9,Pass
S0848,Female,B,90.7,2.9,CS,85.8,Pass
S0849,Male,C,63.4,2.1,Maths,56.6,Pass
S0849,Male,C,63.4,2.1,Science,56.9,Pass
S0849,Male,C,63.4,2.1,English,55.1,Pass
S0849,Male,C,63.4,2.1,History,67.0,Pass
S0849,Male,C,63.4,2.1,CS,64.8,Pass
S0850,Female,A,83.7,3.5,Maths,62.8,Pass
S0850,Female,A,83.7,3.5,Science,78.6,Pass
S0850,Female,A,83.7,3.5,English,76.2,Pass
S0850,Female,A,83.7,3.5,History,89.0,Pass
S0850,Female,A,83.7,3.5,CS,97.3,Pass
S0851,Male,C,77.9,2.6,Maths,78.1,Pass
S0851,Male,C,77.9,2.6,Science,66.6,Pass
S0851,Male,C,77.9,2.6,English,80.0,Pass
S0851,Male,C,77.9,2.6,History,73.7,Pass
S0851,Male,C,77.9,2.6,CS,71.2,Pass
S0852,Male,A,80.1,4.7,Maths,69.8,Pass
S0852,Male,A,80.1,4.7,Science,73.8,Pass
S0852,Male,A,80.1,4.7,English,76.6,Pass
S0852,Male,A,80.1,4.7,History,86.5,Pass
S0852,Male,A,80.1,4.7,CS,83.5,Pass
S0853,Female,A,75.0,4.7,Maths,95.1,Pass
S0853,Female,A,75.0,4.7,Science,83.6,Pass
S0853,Female,A,75.0,4.7,English,81.1,Pass
S0853,Female,A,75.0,4.7,History,73.8,Pass
S0853,Female,A,75.0,4.7,CS,66.5,Pass
S0854,Female,B,82.1,3.3,Maths,70.5,Pass
S0854,Female,B,82.1,3.3,Science,69.2,Pass
S0854,Female,B,82.1,3.3,English,50.6,Pass
S0854,Female,B,82.1,3.3,History,66.2,Pass
S0854,Female,B,82.1,3.3,CS,92.3,Pass
S0855,Male,B,82.1,7.0,Maths,87.3,Pass
S0855,Male,B,82.1,7.0,Science,79.8,Pass
S0855,Male,B,82.1,7.0,English,87.6,Pass
S0855,Male,B,82.1,7.0,History,64.1,Pass
S0855,Male,B,82.1,7.0,CS,86.4,Pass
S0856,Male,C,69.7,2.9,Maths,84.5,Pass
S0856,Male,C,69.7,2.9,Science,70.5,Pass
S0856,Male,C,69.7,2.9,English,54.0,Pass
S0856,Male,C,69.7,2.9,History,67.6,Pass
S0856,Male,C,69.7,2.9,CS,84.5,Pass
S0857,Female,B,63.8,3.8,Maths,74.4,Pass
S0857,Female,B,63.8,3.8,Science,57.6,Pass
S0857,Female,B,63.8,3.8,English,95.4,Pass
S0857,Female,B,63.8,3.8,History,59.2,Pass
S0857,Female,B,63.8,3.8,CS,69.3,Pass
S0858,Female,A,78.9,5.0,Maths,68.2,Pass
S0858,Female,A,78.9,5.0,Science,68.2,Pass
S0858,Female,A,78.9,5.0,English,74.1,Pass
S0858,Female,A,78.9,5.0,History,85.0,Pass
S0858,Female,A,78.9,5.0,CS,91.5,Pass
S0859,Male,B,85.3,5.3,Maths,77.4,Pass
S0859,Male,B,85.3,5.3,Science,71.2,Pass
S0859,Male,B,85.3,5.3,English,86.1,Pass
S0859,Male,B,85.3,5.3,History,86.4,Pass
S0859,Male,B,85.3,5.3,CS,83.7,Pass
S0860,Male,B,71.0,5.9,Maths,80.9,Pass
S0860,Male,B,71.0,5.9,Science,77.0,Pass
S0860,Male,B,71.0,5.9,English,79.1,Pass
S0860,Male,B,71.0,5.9,History,76.3,Pass
S0860,Male,B,71.0,5.9,CS,88.8,Pass
S0861,Female,C,77.9,4.6,Maths,99.9,Pass
S0861,Female,C,77.9,4.6,Science,79.5,Pass
S0861,Female,C,77.9,4.6,English,77.6,Pass
S0861,Female,C,77.9,4.6,History,80.2,Pass
S0861,Female,C,77.9,4.6,CS,71.1,Pass
S0862,Female,C,62.2,5.6,Maths,82.5,Pass
S0862,Female,C,62.2,5.6,Science,79.2,Pass
S0862,Female,C,62.2,5.6,English,70.6,Pass
S0862,Female,C,62.2,5.6,History,83.8,Pass
S0862,Female,C,62.2,5.6,CS,75.0,Pass
S0863,Female,A,78.3,3.0,Maths,64.8,Pass
S0863,Female,A,78.3,3.0,Science,78.0,Pass
S0863,Female,A,78.3,3.0,English,76.9,Pass
S0863,Female,A,78.3,3.0,History,84.1,Pass
S0863,Female,A,78.3,3.0,CS,82.8,Pass
S0864,Female,C,67.5,5.4,Maths,74.9,Pass
S0864,Female,C,67.5,5.4,Science,71.3,Pass
S0864,Female,C,67.5,5.4,English,76.0,Pass
S0864,Female,C,67.5,5.4,History,79.6,Pass
S0864,Female,C,67.5,5.4,CS,80.8,Pass
S0865,Male,C,96.4,5.4,Maths,87.6,Pass
S0865,Male,C,96.4,5.4,Science,83.7,Pass
S0865,Male,C,96.4,5.4,English,94.6,Pass
S0865,Male,C,96.4,5.4,History,77.9,Pass
S0865,Male,C,96.4,5.4,CS,100.0,Pass
S0866,Female,D,60.0,6.3,Maths,83.2,Pass
S0866,Female,D,60.0,6.3,Science,64.3,Pass
S0866,Female,D,60.0,6.3,English,77.4,Pass
S0866,Female,D,60.0,6.3,History,83.3,Pass
S0866,Female,D,60.0,6.3,CS,72.0,Pass
S0867,Female,C,89.4,1.5,Maths,59.9,Pass
S0867,Female,C,89.4,1.5,Science,64.4,Pass
S0867,Female,C,89.4,1.5,English,80.2,Pass
S0867,Female,C,89.4,1.5,History,57.3,Pass
S0867,Female,C,89.4,1.5,CS,60.3,Pass
S0868,Female,D,62.5,2.6,Maths,74.4,Pass
S0868,Female,D,62.5,2.6,Science,66.8,Pass
S0868,Female,D,62.5,2.6,English,62.1,Pass
S0868,Female,D,62.5,2.6,History,64.1,Pass
S0868,Female,D,62.5,2.6,CS,54.3,Pass
S0869,Male,A,85.1,5.2,Maths,85.8,Pass
S0869,Male,A,85.1,5.2,Science,72.9,Pass
S0869,Male,A,85.1,5.2,English,75.6,Pass
S0869,Male,A,85.1,5.2,History,84.5,Pass
S0869,Male,A,85.1,5.2,CS,78.4,Pass
S0870,Male,C,82.0,0.5,Maths,63.5,Pass
S0870,Male,C,82.0,0.5,Science,50.7,Pass
S0870,Male,C,82.0,0.5,English,74.3,Pass
S0870,Male,C,82.0,0.5,History,71.4,Pass
S0870,Male,C,82.0,0.5,CS,65.4,Pass
S0871,Female,A,83.0,4.7,Maths,69.0,Pass
S0871,Female,A,83.0,4.7,Science,79.5,Pass
S0871,Female,A,83.0,4.7,English,84.2,Pass
S0871,Female,A,83.0,4.7,History,80.4,Pass
S0871,Female,A,83.0,4.7,CS,95.8,Pass
S0872,Male,A,84.1,5.6,Maths,88.4,Pass
S0872,Male,A,84.1,5.6,Science,80.3,Pass
S0872,Male,A,84.1,5.6,English,88.8,Pass
S0872,Male,A,84.1,5.6,History,81.9,Pass
S0872,Male,A,84.1,5.6,CS,81.8,Pass
S0873,Female,D,62.1,3.1,Maths,82.9,Pass
S0873,Female,D,62.1,3.1,Science,60.9,Pass
S0873,Female,D,62.1,3.1,English,70.1,Pass
S0873,Female,D,62.1,3.1,History,81.8,Pass
S0873,Female,D,62.1,3.1,CS,73.0,Pass
S0874,Male,B,81.5,3.4,Maths,72.5,Pass
S0874,Male,B,81.5,3.4,Science,59.1,Pass
S0874,Male,B,81.5,3.4,English,53.5,Pass
S0874,Male,B,81.5,3.4,History,96.9,Pass
S0874,Male,B,81.5,3.4,CS,79.2,Pass
S0875,Female,C,49.4,2.4,Maths,58.7,Pass
S0875,Female,C,49.4,2.4,Science,68.1,Pass
S0875,Female,C,49.4,2.4,English,55.1,Pass
S0875,Female,C,49.4,2.4,History,61.3,Pass
S0875,Female,C,49.4,2.4,CS,55.2,Pass
S0876,Female,C,61.3,3.2,Maths,55.7,Pass
S0876,Female,C,61.3,3.2,Science,48.8,Pass
S0876,Female,C,61.3,3.2,English,53.8,Pass
S0876,Female,C,61.3,3.2,History,80.0,Pass
S0876,Female,C,61.3,3.2,CS,60.0,Pass
S0877,Male,C,69.2,3.3,Maths,77.6,Pass
S0877,Male,C,69.2,3.3,Science,81.8,Pass
S0877,Male,C,69.2,3.3,English,72.4,Pass
S0877,Male,C,69.2,3.3,History,69.3,Pass
S0877,Male,C,69.2,3.3,CS,73.6,Pass
S0878,Male,A,88.0,3.0,Maths,73.2,Pass
S0878,Male,A,88.0,3.0,Science,89.4,Pass
S0878,Male,A,88.0,3.0,English,96.1,Pass
S0878,Male,A,88.0,3.0,History,91.9,Pass
S0878,Male,A,88.0,3.0,CS,55.9,Pass
S0879,Female,A,70.0,2.9,Maths,67.4,Pass
S0879,Female,A,70.0,2.9,Science,71.8,Pass
S0879,Female,A,70.0,2.9,English,76.4,Pass
S0879,Female,A,70.0,2.9,History,54.5,Pass
S0879,Female,A,70.0,2.9,CS,54.3,Pass
S0880,Female,A,56.9,3.6,Maths,82.3,Pass
S0880,Female,A,56.9,3.6,Science,63.7,Pass
S0880,Female,A,56.9,3.6,English,54.4,Pass
S0880,Female,A,56.9,3.6,History,58.2,Pass
S0880,Female,A,56.9,3.6,CS,73.2,Pass
S0881,Male,D,69.9,3.6,Maths,64.9,Pass
S0881,Male,D,69.9,3.6,Science,75.5,Pass
S0881,Male,D,69.9,3.6,English,63.3,Pass
S0881,Male,D,69.9,3.6,History,55.7,Pass
S0881,Male,D,69.9,3.6,CS,87.4,Pass
S0882,Female,A,95.3,6.8,Maths,91.2,Pass
S0882,Female,A,95.3,6.8,Science,83.9,Pass
S0882,Female,A,95.3,6.8,English,82.0,Pass
S0882,Female,A,95.3,6.8,History,100.0,Pass
S0882,Female,A,95.3,6.8,CS,93.1,Pass
S0883,Female,C,66.2,3.4,Maths,83.1,Pass
S0883,Female,C,66.2,3.4,Science,65.8,Pass
S0883,Female,C,66.2,3.4,English,72.2,Pass
S0883,Female,C,66.2,3.4,History,75.7,Pass
S0883,Female,C,66.2,3.4,CS,66.2,Pass
S0884,Male,B,80.7,4.5,Maths,77.3,Pass
S0884,Male,B,80.7,4.5,Science,72.4,Pass
S0884,Male,B,80.7,4.5,English,82.2,Pass
S0884,Male,B,80.7,4.5,History,65.0,Pass
S0884,Male,B,80.7,4.5,CS,84.0,Pass
S0885,Male,A,96.1,3.1,Maths,83.2,Pass
S0885,Male,A,96.1,3.1,Science,78.1,Pass
S0885,Male,A,96.1,3.1,English,84.6,Pass
S0885,Male,A,96.1,3.1,History,76.4,Pass
S0885,Male,A,96.1,3.1,CS,73.4,Pass
S0886,Male,B,98.6,3.1,Maths,86.2,Pass
S0886,Male,B,98.6,3.1,Science,86.7,Pass
S0886,Male,B,98.6,3.1,English,75.7,Pass
S0886,Male,B,98.6,3.1,History,74.9,Pass
S0886,Male,B,98.6,3.1,CS,79.0,Pass
S0887,Male,A,89.5,1.4,Maths,69.2,Pass
S0887,Male,A,89.5,1.4,Science,90.0,Pass
S0887,Male,A,89.5,1.4,English,77.9,Pass
S0887,Male,A,89.5,1.4,History,74.9,Pass
S0887,Male,A,89.5,1.4,CS,65.4,Pass
S0888,Male,A,96.8,1.6,Maths,84.7,Pass
S0888,Male,A,96.8,1.6,Science,71.2,Pass
S0888,Male,A,96.8,1.6,English,70.8,Pass
S0888,Male,A,96.8,1.6,History,85.0,Pass
S0888,Male,A,96.8,1.6,CS,81.2,Pass
S0889,Male,A,77.7,2.2,Maths,47.7,Pass
S0889,Male,A,77.7,2.2,Science,71.1,Pass
S0889,Male,A,77.7,2.2,English,73.9,Pass
S0889,Male,A,77.7,2.2,History,69.3,Pass
S0889,Male,A,77.7,2.2,CS,74.3,Pass
S0890,Female,D,97.0,4.3,Maths,64.6,Pass
S0890,Female,D,97.0,4.3,Science,54.3,Pass
S0890,Female,D,97.0,4.3,English,72.9,Pass
S0890,Female,D,97.0,4.3,History,85.5,Pass
S0890,Female,D,97.0,4.3,CS,50.4,Pass
S0891,Male,C,69.0,5.6,Maths,68.5,Pass
S0891,Male,C,69.0,5.6,Science,57.7,Pass
S0891,Male,C,69.0,5.6,English,74.5,Pass
S0891,Male,C,69.0,5.6,History,96.5,Pass
S0891,Male,C,69.0,5.6,CS,74.8,Pass
S0892,Female,D,92.8,1.3,Maths,74.4,Pass
S0892,Female,D,92.8,1.3,Science,83.9,Pass
S0892,Female,D,92.8,1.3,English,75.7,Pass
S0892,Female,D,92.8,1.3,History,73.3,Pass
S0892,Female,D,92.8,1.3,CS,84.7,Pass
S0893,Male,B,69.0,3.2,Maths,76.8,Pass
S0893,Male,B,69.0,3.2,Science,74.9,Pass
S0893,Male,B,69.0,3.2,English,70.7,Pass
S0893,Male,B,69.0,3.2,History,68.6,Pass
S0893,Male,B,69.0,3.2,CS,81.2,Pass
S0894,Male,A,93.7,1.9,Maths,73.6,Pass
S0894,Male,A,93.7,1.9,Science,89.3,Pass
S0894,Male,A,93.7,1.9,English,66.5,Pass
S0894,Male,A,93.7,1.9,History,91.3,Pass
S0894,Male,A,93.7,1.9,CS,81.7,Pass
S0895,Female,C,83.9,3.6,Maths,67.7,Pass
S0895,Female,C,83.9,3.6,Science,82.5,Pass
S0895,Female,C,83.9,3.6,English,70.9,Pass
S0895,Female,C,83.9,3.6,History,77.7,Pass
S0895,Female,C,83.9,3.6,CS,72.5,Pass
S0896,Female,D,63.0,5.6,Maths,73.8,Pass
S0896,Female,D,63.0,5.6,Science,84.5,Pass
S0896,Female,D,63.0,5.6,English,80.3,Pass
S0896,Female,D,63.0,5.6,History,63.9,Pass
S0896,Female,D,63.0,5.6,CS,64.5,Pass
S0897,Male,C,46.3,3.3,Maths,68.3,Pass
S0897,Male,C,46.3,3.3,Science,69.0,Pass
S0897,Male,C,46.3,3.3,English,58.8,Pass
S0897,Male,C,46.3,3.3,History,81.5,Pass
S0897,Male,C,46.3,3.3,CS,73.7,Pass
S0898,Male,A,63.6,3.9,Maths,65.7,Pass
S0898,Male,A,63.6,3.9,Science,64.7,Pass
S0898,Male,A,63.6,3.9,English,69.7,Pass
S0898,Male,A,63.6,3.9,History,68.6,Pass
S0898,Male,A,63.6,3.9,CS,84.5,Pass
S0899,Male,B,91.5,6.2,Maths,94.6,Pass
S0899,Male,B,91.5,6.2,Science,85.2,Pass
S0899,Male,B,91.5,6.2,English,91.6,Pass
S0899,Male,B,91.5,6.2,History,93.0,Pass
S0899,Male,B,91.5,6.2,CS,85.4,Pass
S0900,Female,D,72.6,4.7,Maths,80.2,Pass
S0900,Female,D,72.6,4.7,Science,82.1,Pass
S0900,Female,D,72.6,4.7,English,81.0,Pass
S0900,Female,D,72.6,4.7,History,68.4,Pass
S0900,Female,D,72.6,4.7,CS,69.4,Pass
S0901,Male,C,58.0,2.9,Maths,65.2,Pass
S0901,Male,C,58.0,2.9,Science,61.1,Pass
S0901,Male,C,58.0,2.9,English,53.4,Pass
S0901,Male,C,58.0,2.9,History,74.9,Pass
S0901,Male,C,58.0,2.9,CS,71.6,Pass
S0902,Male,D,89.1,4.2,Maths,66.8,Pass
S0902,Male,D,89.1,4.2,Science,77.8,Pass
S0902,Male,D,89.1,4.2,English,78.4,Pass
S0902,Male,D,89.1,4.2,History,82.0,Pass
S0902,Male,D,89.1,4.2,CS,69.4,Pass
S0903,Male,C,94.4,2.8,Maths,65.3,Pass
S0903,Male,C,94.4,2.8,Science,84.0,Pass
S0903,Male,C,94.4,2.8,English,63.5,Pass
S0903,Male,C,94.4,2.8,History,76.5,Pass
S0903,Male,C,94.4,2.8,CS,75.6,Pass
S0904,Male,A,66.8,4.6,Maths,73.1,Pass
S0904,Male,A,66.8,4.6,Science,76.8,Pass
S0904,Male,A,66.8,4.6,English,90.3,Pass
S0904,Male,A,66.8,4.6,History,58.3,Pass
S0904,Male,A,66.8,4.6,CS,83.1,Pass
S0905,Female,D,89.3,4.8,Maths,56.2,Pass
S0905,Female,D,89.3,4.8,Science,95.3,Pass
S0905,Female,D,89.3,4.8,English,60.9,Pass
S0905,Female,D,89.3,4.8,History,100.0,Pass
S0905,Female,D,89.3,4.8,CS,77.4,Pass
S0906,Female,D,49.2,1.9,Maths,76.6,Pass
S0906,Female,D,49.2,1.9,Science,74.5,Pass
S0906,Female,D,49.2,1.9,English,59.3,Pass
S0906,Female,D,49.2,1.9,History,60.1,Pass
S0906,Female,D,49.2,1.9,CS,55.3,Pass
S0907,Male,C,74.2,4.3,Maths,83.7,Pass
S0907,Male,C,74.2,4.3,Science,71.5,Pass
S0907,Male,C,74.2,4.3,English,67.6,Pass
S0907,Male,C,74.2,4.3,History,81.2,Pass
S0907,Male,C,74.2,4.3,CS,66.8,Pass
S0908,Male,D,76.3,3.8,Maths,72.2,Pass
S0908,Male,D,76.3,3.8,Science,76.6,Pass
S0908,Male,D,76.3,3.8,English,69.1,Pass
S0908,Male,D,76.3,3.8,History,70.6,Pass
S0908,Male,D,76.3,3.8,CS,90.9,Pass
S0909,Male,A,75.5,4.8,Maths,75.2,Pass
S0909,Male,A,75.5,4.8,Science,73.7,Pass
S0909,Male,A,75.5,4.8,English,75.5,Pass
S0909,Male,A,75.5,4.8,History,81.8,Pass
S0909,Male,A,75.5,4.8,CS,66.9,Pass
S0910,Male,D,47.0,5.2,Maths,73.9,Pass
S0910,Male,D,47.0,5.2,Science,72.1,Pass
S0910,Male,D,47.0,5.2,English,51.7,Pass
S0910,Male,D,47.0,5.2,History,87.5,Pass
S0910,Male,D,47.0,5.2,CS,84.2,Pass
S0911,Female,A,90.4,4.7,Maths,73.5,Pass
S0911,Female,A,90.4,4.7,Science,70.3,Pass
S0911,Female,A,90.4,4.7,English,83.8,Pass
S0911,Female,A,90.4,4.7,History,67.3,Pass
S0911,Female,A,90.4,4.7,CS,95.2,Pass
S0912,Female,D,83.2,3.5,Maths,72.4,Pass
S0912,Female,D,83.2,3.5,Science,93.3,Pass
S0912,Female,D,83.2,3.5,English,68.8,Pass
S0912,Female,D,83.2,3.5,History,75.9,Pass
S0912,Female,D,83.2,3.5,CS,89.7,Pass
S0913,Female,A,85.2,5.4,Maths,78.1,Pass
S0913,Female,A,85.2,5.4,Science,84.1,Pass
S0913,Female,A,85.2,5.4,English,92.3,Pass
S0913,Female,A,85.2,5.4,History,75.8,Pass
S0913,Female,A,85.2,5.4,CS,68.7,Pass
S0914,Female,C,76.1,2.7,Maths,58.6,Pass
S0914,Female,C,76.1,2.7,Science,79.1,Pass
S0914,Female,C,76.1,2.7,English,77.1,Pass
S0914,Female,C,76.1,2.7,History,83.8,Pass
S0914,Female,C,76.1,2.7,CS,70.5,Pass
S0915,Female,D,77.4,2.0,Maths,58.0,Pass
S0915,Female,D,77.4,2.0,Science,48.7,Pass
S0915,Female,D,77.4,2.0,English,100.0,Pass
S0915,Female,D,77.4,2.0,History,77.5,Pass
S0915,Female,D,77.4,2.0,CS,73.6,Pass
S0916,Female,A,71.2,0.5,Maths,70.1,Pass
S0916,Female,A,71.2,0.5,Science,53.0,Pass
S0916,Female,A,71.2,0.5,English,59.4,Pass
S0916,Female,A,71.2,0.5,History,84.8,Pass
S0916,Female,A,71.2,0.5,CS,73.9,Pass
S0917,Male,A,91.4,3.9,Maths,72.6,Pass
S0917,Male,A,91.4,3.9,Science,67.9,Pass
S0917,Male,A,91.4,3.9,English,75.1,Pass
S0917,Male,A,91.4,3.9,History,77.1,Pass
S0917,Male,A,91.4,3.9,CS,100.0,Pass
S0918,Male,D,71.1,2.8,Maths,70.0,Pass
S0918,Male,D,71.1,2.8,Science,60.0,Pass
S0918,Male,D,71.1,2.8,English,71.3,Pass
S0918,Male,D,71.1,2.8,History,74.5,Pass
S0918,Male,D,71.1,2.8,CS,59.1,Pass
S0919,Male,A,94.0,4.6,Maths,86.4,Pass
S0919,Male,A,94.0,4.6,Science,94.5,Pass
S0919,Male,A,94.0,4.6,English,83.8,Pass
S0919,Male,A,94.0,4.6,History,74.4,Pass
S0919,Male,A,94.0,4.6,CS,77.1,Pass
S0920,Female,C,84.7,1.0,Maths,55.9,Pass
S0920,Female,C,84.7,1.0,Science,71.2,Pass
S0920,Female,C,84.7,1.0,English,75.6,Pass
S0920,Female,C,84.7,1.0,History,63.5,Pass
S0920,Female,C,84.7,1.0,CS,91.9,Pass
S0921,Male,D,71.8,3.0,Maths,80.5,Pass
S0921,Male,D,71.8,3.0,Science,54.7,Pass
S0921,Male,D,71.8,3.0,English,54.9,Pass
S0921,Male,D,71.8,3.0,History,62.8,Pass
S0921,Male,D,71.8,3.0,CS,88.3,Pass
S0922,Female,C,78.9,4.7,Maths,87.0,Pass
S0922,Female,C,78.9,4.7,Science,94.3,Pass
S0922,Female,C,78.9,4.7,English,78.2,Pass
S0922,Female,C,78.9,4.7,History,76.0,Pass
S0922,Female,C,78.9,4.7,CS,65.6,Pass
S0923,Female,B,77.9,2.5,Maths,76.8,Pass
S0923,Female,B,77.9,2.5,Science,71.3,Pass
S0923,Female,B,77.9,2.5,English,70.9,Pass
S0923,Female,B,77.9,2.5,History,89.5,Pass
S0923,Female,B,77.9,2.5,CS,72.0,Pass
S0924,Female,B,74.6,4.6,Maths,89.9,Pass
S0924,Female,B,74.6,4.6,Science,60.7,Pass
S0924,Female,B,74.6,4.6,English,100.0,Pass
S0924,Female,B,74.6,4.6,History,72.9,Pass
S0924,Female,B,74.6,4.6,CS,83.7,Pass
S0925,Male,C,69.3,3.2,Maths,80.8,Pass
S0925,Male,C,69.3,3.2,Science,67.1,Pass
S0925,Male,C,69.3,3.2,English,80.3,Pass
S0925,Male,C,69.3,3.2,History,80.8,Pass
S0925,Male,C,69.3,3.2,CS,65.0,Pass
S0926,Male,C,71.1,4.0,Maths,67.2,Pass
S0926,Male,C,71.1,4.0,Science,74.7,Pass
S0926,Male,C,71.1,4.0,English,73.1,Pass
S0926,Male,C,71.1,4.0,History,88.2,Pass
S0926,Male,C,71.1,4.0,CS,81.3,Pass
S0927,Male,C,84.2,4.9,Maths,79.3,Pass
S0927,Male,C,84.2,4.9,Science,86.1,Pass
S0927,Male,C,84.2,4.9,English,59.6,Pass
S0927,Male,C,84.2,4.9,History,73.9,Pass
S0927,Male,C,84.2,4.9,CS,82.9,Pass
S0928,Female,A,78.3,5.4,Maths,90.5,Pass
S0928,Female,A,78.3,5.4,Science,81.3,Pass
S0928,Female,A,78.3,5.4,English,93.9,Pass
S0928,Female,A,78.3,5.4,History,88.0,Pass
S0928,Female,A,78.3,5.4,CS,74.5,Pass
S0929,Female,C,82.3,4.1,Maths,76.6,Pass
